[-92,2,20,-18,65,46,14,-93,-80,2,-92,-46,-29,46,-65,71,-45,17,96,68,-28,84,-23,-22,34,86,-95,56,-4,-48,78,74,-87,66,-97,44,8,14,-86,87,84,98,28,-86,80,84,95,29,55,10,41,10,-57,-17,-69,62,-57,-75,-66,62,22,-1,-59,21,6,77,-41,-19,74,62,19,76,3,97,-54,-95,81,77,-33,-25,-24,18,90,-39,-47,15,-19,-66,-61,-66,-58,96,-95,36,-49,71,-83,13,74,-4,53,-88,97,50,-34,-74,-3,-89,23,-95,-3,-84,-41,83,58,9,96,-20,-16,-11,6,81,72,-60,-53,-23,28,-6,-35,-95,-46,-42,83,-22,92,-85,52,65,-25,19,32,80,43,13,-29,-76,42,-55,-49,47,-35,73,56,54,59,-46,-66,-67,91,-85,-33,97,-75,54,76,78,44,-36,5,74,86,-42,78,-86,-41,-79,76,-59,-38,-94,67,-90,-46,26,66,53,-80,3,90,15,-98,-84,34,13,-37,2,-74,59,-64,48,65,-70,27,31,-87,-16,73,-15,98,86,90,67,78,-62,79,-54,-29,-2,31,95,53,1,-45,37,-98,-35,38,66,3,-32,49,-91,65,23,-18,47,96,32,83,-59,-10,-73,49,13,-41,59,46,-18,68,-15,16,77,41,66,-53,-90,-92,41,-35,-17,-46,-81,71,11,-100,-6,-82,94,99,67,20,12,-33,-56,-79,31,-2,-30,-43,17,-85,-33,-46,70,-19,18,14,53,10,17,-17,97,-92,23,26,-21,58,35,61,59,-94,-70,-13,-49,38,-31,-32,-46,28,-3,22,16,66,38,79,-31,-86,97,28,-19,34,-19,-51,-9,-32,24,-62,93,60,51,49,-90,78,27,57,61,-95,82,-57,54,-8,-99,15,6,-95,79,-59,-57,23,7,60,28,-36,37,-57,26,-50,98,-98,56,81,-72,-21,-79,-10,64,-26,-89,3,-53,-18,42,10,75,-79,1,38,19,45,-96,36,-44,23,-14,79,-95,93,65,-50,-11,87,-3,-71,4,67,-31,58,-89,-86,52]
[89,-60,-92,70,19,78,19,-23,-61,-64,-49,99,-39,80,-3,41,-13,58,-82,-83,73,-31,-75,67,-91,29,-55,-55,-53,-94,28,-67,53,-10,35,67,-38,-3,-65,31,40,24,3,-80,-17,-53,-2,-34,88,-58,-77,62,-98,47,24,11,-52,-59,37,7,96,16,-67,-46,78,71,25,65,63,26,-13,83,67,26,96,0,-67,93,82,60,15,62,29,19,-66,-75,24,60,6,-77,-18,91,25,9,86,-22,-60,-23,-73,7,-45,84,72,12,78,29,-49,11,51,-81,-63,-24,-73,-69,-86,-84,7,44,36,7,68,39,-91,-58,-2,52,76,85,48,-54,13,6,-83,59,-82,-77,56,-21,72,64,58,-9,-78,-3,40,83,74,59,75,-27,-90,-36,-83,-64,98,39,56,-21,98,-12,33,36,-29,54,-59,-97,93,39,-54,-5,-53,16,17,6,-66,25,-93,64,-41,53,34,-18,-4,-62,-7,16,-19,-56,54,53,-81,15,-41,-83,-56,78,-5,-64,-4,-87,-45,-83,88,59,-95,-35,5,52,-65,-95,71,53,-78,-63,47,58,-64,54,-19,-82,89,-30,2,-75,83,79,61,-50,-40,-58,69,-48,51,65,-42,-40,8,-6,71,-1,60,-18,68,-88,-3,-60,55,43,11,-86,4,35,72,-38,-12,63,-45,57,-93,15,27,-63,54,21,-38,7,-25,63,-40,23,-28,-94,18,-42,-76,97,19,57,-21,38,-23,-28,8,39,-45,-10,-19,-67,58,3,16,57,-99,-31,-72,-56,49,31,73,49,-32,-85,-53,-60,34,75,-1,46,98,86,-83,42,91,-11,-94,50,-94,12,61,-2,29,-83,-60,35,60,86,75,64,95,-31,-91,78,25,94,77,-42,99,28,79,39,-12,-43,3,16,-32,-29,34,-37,-98,-11,-60,-94,-58,-49,-7,-50,66,-63,-90,22,-83,38,59,77,-6,87,10,71,94,-79,-69,61,88,-67,38,7,-80,-89,8,10,-2,-87,33,-30,-76,-63,-67,74,23,32,91,9,-46,36,18,-81,-13,-16,-38,-80]
[98,-54,74,-24,7,-90,-2,88,19,81,67,-32,-38,9,94,54,-96,-45,9,22,-54,-84,8,-22,-90,12,36,-53,93,-56,-43,65,-81,-25,85,47,0,48,-78,91,2,-94,4,85,-61,-69,-87,-83,0,69,-11,-86,-5,-66,54,-96,-15,95,47,18,46,87,82,-7,-11,97,92,-13,67,-93,92,-65,28,-48,-68,16,-16,-63,-53,72,63,-9,-39,15,42,92,61,-12,-28,-37,-92,-13,-39,69,3,-56,5,46,-25,75,-48,79,-78,-67,89,77,-87,-6,33,-55,27,-10,34,18,-67,-75,71,-64,-4,86,-10,-54,59,-9,59,-22,78,23,-74,-89,-67,-96,-56,-12,-35,52,-94,47,67,-14,-1,45,51,-64,19,-76,96,-77,11,-31,-3,77,-9,-14,27,70,-90,-1,44,-50,-32,93,23,2,10,58,-91,53,22,48,-68,73,-95,52,-47,94,17,70,-100,58,-66,-2,-98,1,-49,-91,30,39,25,50,36,76,-52,-26,-82,8,63,10,-86,-81,13,47,98,6,55,54,-26,7,-76,97,-57,-79,-10,97,88,-12,-57,-78,98,-13,-36,-52,64,-62,73,-12,-24,98,-75,66,-29,-77,-16,91,-90,-22,-70,-70,-14,44,61,-37,-55,-55,45,-31,3,-13,-65,-15,88,9,64,77,-34,0,79,-83,77,-7,-2,-53,81,65,29,-18,32,21,-16,34,69,-4,-53,6,-52,-63,2,-18,95,-23,21,34,40,-22,4,86,-8,-51,-1,59,23,85,98,70,13,64,79,31,80,-90,28,45,-65,-89,-42,17,-89,74,-50,72,83,92,91,-76,-86,-99,-88,21,-44,-7,24,-76,-36,-91,-89,-79,-100,1,51,-66,-74,93,3,43,-97,63,71,-69,-23,12,-16,7,25,-12,96,-39,21,67,-43,-4,10,69,10,10,-58,-30,-89,-82,-47,-21,-5,-29,57,-76,7,-60,-74,82,52,70,-53,78,80,-13,-89,82,-83,64,99,-68,-78,90,12,-63,38,28,-21,52,10,-92,-53,-41,22,-66,-14,32,-25,17,-4,-80]
[0,1,-59,41,22,44,-98,78,-72,2,-70,95,-1,78,-16,76,-13,-30,-77,42,-34,74,97,-76,37,-33,41,-44,-77,16,-95,-78,-64,-92,63,76,-21,75,-34,-25,-68,-43,-77,-36,29,74,56,95,-39,12,40,36,85,-70,52,83,38,63,38,70,-52,-54,85,-8,-18,-41,72,32,-42,78,70,-43,-10,-38,-99,21,27,-83,26,57,-40,-54,-87,-29,14,-45,-68,35,-45,60,-87,-42,-15,15,31,-79,-47,2,-54,-100,79,14,-16,-62,32,1,-86,-49,-47,-49,63,83,-87,76,-19,-9,-54,29,-39,37,44,-17,-79,13,-45,0,-15,-75,-78,69,83,-55,-25,12,18,-84,41,-29,56,-83,47,48,-98,53,11,26,-99,47,88,-40,-37,-31,56,-95,72,35,48,3,49,78,95,40,-100,71,-75,-2,-51,19,1,-82,49,-11,62,80,-47,-66,-97,68,-15,-36,-80,92,1,-66,-97,-88,60,95,42,34,0,-55,-30,43,69,-43,49,-2,89,64,89,-28,-69,-25,-75,-81,-74,-82,4,-77,65,-59,-30,-31,77,61,25,-58,-66,74,-79,59,-83,81,-93,-41,-19,-45,-20,-30,-43,-78,40,75,-10,28,77,69,-98,-74,18,-43,-44,19,79,63,-11,-99,-10,-55,61,91,11,-80,82,-36,-39,-22,46,58,-35,-60,75,58,22,-43,76,4,69,98,97,62,17,-77,-5,78,30,14,9,-1,31,59,-69,43,90,48,13,-70,-84,77,94,-30,92,-5,97,-72,-36,24,83,-66,-67,-90,31,93,98,-10,-57,37,-48,30,-85,-45,-28,-69,-18,97,-59,-21,-33,-60,-20,17,-90,-38,-38,-10,16,75,-47,70,-3,59,-59,-94,-73,-60,84,-28,38,-8,51,80,18,23,-69,-72,-88,62,-3,80,32,-54,-38,68,62,51,22,47,64,4,5,-66,88,-78,-18,-52,-21,83,63,-65,-88,80,-55,34,29,54,-42,-100,31,58,33,17,72,-13,61,56,-26,93,-72,85,-95,74,0,72,-19,-20,-49,5,49,25]
[84,-75,-17,77,66,62,69,-82,60,-26,75,4,33,21,-17,96,-59,52,-11,-17,16,56,11,-98,-21,-44,83,-8,-40,-26,-62,-74,-79,40,17,-2,53,98,26,80,-90,-34,30,69,-3,-12,-100,96,90,-25,68,-7,-33,-56,-83,96,-91,-94,28,-73,-6,-50,78,-29,81,-41,40,68,25,-56,-12,91,-61,36,70,20,70,-18,-40,68,61,-37,-4,-68,4,-35,-64,87,55,58,30,-40,20,-4,44,-96,-39,74,26,-81,49,30,50,-72,-93,-40,-11,74,-29,-68,3,-53,-66,-65,-93,56,0,-64,76,-69,-96,-36,26,-59,14,-94,78,-44,-45,97,-97,22,-70,-42,-90,-74,70,34,97,14,-67,28,-27,62,83,59,89,52,2,-97,89,-59,-88,-8,40,91,65,7,90,16,54,52,-47,57,-74,55,-2,78,45,99,-5,-31,67,-33,-50,-35,46,-17,-80,57,34,-53,-42,-11,-9,-42,80,44,-28,58,-71,99,-61,-53,47,-23,-36,-15,-45,32,-25,-23,2,-62,61,5,-83,31,-82,-93,-42,-89,-32,-20,5,2,-82,95,42,-64,47,-83,-53,-90,57,6,-64,-90,-75,44,-83,59,-99,-91,24,99,-85,-33,59,29,92,79,52,-76,21,-85,20,-3,28,81,-59,78,-22,39,64,8,-88,-99,-3,55,96,23,27,-41,-11,-48,19,97,-58,75,1,78,22,-37,-62,-77,-48,-74,-68,-50,-79,-18,-54,-9,-66,16,71,82,8,-80,-42,-43,-59,21,-33,-83,-63,8,-100,-42,-67,-13,-68,-69,-42,-96,-96,34,33,-9,5,27,-10,76,-55,35,-6,-32,-71,-92,-94,-33,-69,95,-27,91,-17,13,1,-1,-37,10,-80,53,-49,-45,76,-36,22,26,81,-83,39,87,-78,-75,-86,41,15,-17,-65,-83,29,-5,51,62,46,26,28,-18,67,91,96,92,-16,-69,89,15,47,-48,19,10,-41,-89,-31,8,-99,-97,13,-47,-37,46,-9,-98,65,-30,7,-46,-70,50,-42,17,-87,6,34,-19,-85,36,-87,31]
[71,29,-55,-29,3,47,-28,95,-96,-28,57,85,89,75,-71,-90,-73,77,-96,74,-31,83,-35,-66,50,-57,3,-3,84,88,64,-22,-92,-31,30,-36,-99,-4,56,11,-30,-93,48,58,14,55,95,14,-10,-83,68,-98,-14,-50,40,-60,47,-51,-87,-69,-64,-66,14,24,-17,-2,-6,-42,14,62,-99,-91,99,-5,-96,-29,44,35,-73,77,-10,-64,-53,55,-51,1,-47,99,-33,90,29,15,97,-72,75,-6,-89,18,47,88,-51,-19,91,-36,20,78,1,-43,58,-3,-94,52,-40,0,7,61,-94,-43,-66,36,-62,-19,-33,26,38,-19,62,-96,-28,55,-20,-29,27,-79,10,-55,-45,43,-35,-69,48,54,16,51,59,20,-34,-81,-86,35,56,-73,-87,-50,30,44,8,-59,-7,25,6,44,-96,-41,-57,18,81,-93,59,-38,11,43,87,55,41,-95,39,60,66,38,-92,-47,-42,43,74,-91,76,-44,30,-80,-46,22,-18,-96,20,-53,-95,-96,-71,35,41,-13,-30,-51,22,-89,37,-57,53,95,97,98,-64,-7,-46,-55,32,18,47,27,-88,31,2,15,-4,-59,-88,-64,33,11,50,1,-89,86,-37,-14,13,-3,-5,-20,76,55,3,-46,-42,2,-14,16,-8,21,40,24,-34,16,97,83,6,2,20,-99,-40,-29,76,-100,4,44,62,58,-68,27,12,-79,-20,-21,-46,-98,-57,-36,8,33,20,-90,71,60,57,20,71,58,-2,23,-65,-5,61,80,-57,53,-16,59,27,-20,-36,-24,-16,-35,-35,59,-35,47,75,54,-62,60,11,-74,75,-49,88,-85,-13,69,19,84,3,-63,57,67,18,3,44,-52,-31,-95,69,-84,15,65,-72,-97,-93,-35,-88,-46,32,88,21,-77,-58,88,43,46,-50,-36,13,17,54,-72,-54,26,14,87,-97,-24,90,64,-83,55,41,68,-44,-1,-27,7,-8,-25,-84,61,3,-58,46,-97,19,-85,32,-82,-83,70,73,71,-94,87,-61,96,-23,53,4,58,30,33,-98,7]
[-30,52,-93,-34,98,-43,21,20,-68,72,-84,6,-81,-36,-23,28,-6,-28,-68,48,-7,-96,41,47,43,44,-80,31,-65,-46,77,-22,-88,-52,-27,-95,-41,44,10,-75,-48,79,-32,-62,31,-73,-71,-18,-59,33,86,40,5,7,-96,-20,4,-74,62,-2,-95,90,-89,-4,-40,24,-46,1,45,45,20,-73,32,53,-30,-42,-84,78,-96,58,76,46,49,9,56,82,47,-42,60,26,6,-81,58,41,-76,-98,82,65,-77,-34,-58,30,-77,-29,99,25,10,23,-51,16,53,-5,18,-76,-53,59,1,-45,95,69,-28,-81,-49,91,60,-57,68,95,-27,69,1,-81,-54,72,-74,57,81,-86,-41,72,82,77,65,-81,76,-79,-99,93,9,-87,-23,26,-37,31,82,-46,-49,-35,-2,96,-39,22,66,-76,96,11,-25,40,-37,18,82,79,-20,61,-36,79,-76,15,-89,96,23,44,51,-35,49,1,-65,-13,49,-63,76,-48,30,-46,46,-50,-24,16,84,-32,-8,-80,91,28,81,-1,46,18,-72,-76,-31,-76,3,-100,-83,46,-57,85,-98,-57,-12,61,-4,0,-4,-53,-73,5,50,-11,38,82,-88,-84,-46,-24,12,-75,-26,1,-13,58,50,72,-82,1,49,19,84,-77,-41,-83,-56,31,-9,-32,36,95,75,40,-41,-68,-43,-90,59,86,-10,-13,98,-34,-18,83,-14,-64,83,44,78,-37,-19,-41,8,67,-31,-90,67,-87,-35,71,54,-88,84,-88,-10,11,33,-29,34,-10,73,-100,85,-45,-92,-55,15,94,85,-15,45,-30,90,64,75,53,-50,66,-41,33,-11,53,80,-75,24,21,71,60,58,10,-4,-60,-71,28,28,50,25,58,17,83,-42,47,-77,70,24,22,14,1,4,64,-4,-79,-95,-52,12,78,-41,70,-85,-58,63,-6,34,96,71,-77,-9,-20,77,-17,-31,-95,54,21,23,-89,95,-85,40,-89,20,97,0,-64,-9,9,-63,27,-93,-29,72,56,81,-52,-70,66,99,-89,87,-95,-89,72]
[6,-89,87,-92,73,-58,55,12,-30,-1,-58,28,37,69,-72,87,-96,-84,67,13,-23,-68,48,56,31,75,-35,-5,-29,82,9,-100,-8,-67,15,-52,-23,-95,-41,-92,-22,98,97,-6,18,-86,36,52,-40,1,94,-76,-29,97,-28,-11,-26,-39,-60,-51,-92,69,25,99,-81,51,87,-13,-48,-87,32,-80,34,54,-97,42,0,-74,66,96,9,-46,-3,-65,-24,79,29,43,-39,13,-14,22,-88,-45,80,63,76,-70,-97,-84,-11,-89,34,59,-62,-36,-74,-11,-50,-39,-20,-92,-13,63,-32,23,-9,70,-38,-92,55,-96,45,37,-95,-3,-98,70,78,48,87,29,96,-95,-3,-45,80,-91,55,-70,-20,75,-64,64,-9,65,-9,-29,-71,-2,-44,61,80,-48,-50,-78,55,82,51,-40,-66,-34,-57,95,-78,73,-79,0,-82,47,34,98,-86,20,31,-37,44,46,65,68,76,-49,-5,-95,53,-73,52,-81,-24,-39,94,94,82,29,-66,25,-6,54,-59,75,-100,-76,54,-99,-79,-83,65,30,-70,7,-57,-22,3,-46,-65,-3,-43,-52,89,2,-42,-44,33,-9,-12,-5,6,68,-80,-80,67,84,-64,-69,-35,-46,80,-84,-90,80,34,-67,2,-28,51,29,-32,-44,96,46,51,-77,-64,82,-62,-4,-84,73,-43,-17,-83,-90,41,-78,-100,43,-99,-54,-16,34,38,18,59,22,64,-6,14,97,22,-44,-90,71,51,43,-41,59,18,77,-48,-80,43,3,47,-38,8,-58,-9,-82,-17,-28,-33,24,-8,-93,45,-76,-55,-3,59,-89,-8,93,96,-10,-15,-70,18,-2,17,57,82,-89,-62,-1,-47,-21,-81,55,-94,27,51,-63,79,-36,-83,68,57,-67,-89,-91,98,-43,-17,24,13,-53,37,87,17,53,-18,-47,18,-3,33,52,-48,-71,-40,-74,-100,58,65,-48,-88,-96,-3,77,54,67,80,-7,-76,20,-69,61,-50,6,-89,98,36,-1,67,68,-2,52,39,82,-26,12,-15,-86,-43,51,72,34,-64,-46,-16,69]
[-12,85,94,26,72,-83,76,-93,-14,79,62,85,36,53,-10,3,-40,-37,-75,16,-6,-4,-13,69,93,22,-94,-25,33,-36,-66,68,12,-69,-25,56,22,-1,-71,-77,33,94,67,-59,88,-11,8,-91,-1,-38,75,23,-100,-55,30,28,13,75,85,-58,-37,-60,70,28,-67,-67,-29,-30,-65,-23,4,92,-37,91,-10,-27,9,-80,81,-69,-60,-31,-39,78,21,60,10,-79,-12,26,82,-25,-68,-4,57,82,-41,-70,-20,32,-55,-99,83,-9,9,-34,47,-45,-42,22,40,5,70,-17,-26,-34,36,99,63,68,-85,44,24,-12,22,-93,23,1,-78,85,-79,11,71,50,55,84,66,24,38,71,7,-64,-49,90,-99,55,60,-58,98,95,60,-52,-48,7,57,34,96,-55,40,-33,-81,67,-71,19,-98,-64,40,-38,-9,87,-78,82,-92,36,-84,35,-23,14,17,71,37,9,74,-38,54,-84,11,44,91,86,76,60,37,-35,-67,39,80,-97,-3,-63,-2,-4,5,84,22,-37,-24,47,3,-59,30,24,-33,-33,-15,69,66,84,8,-48,94,2,-62,17,29,-13,-59,64,20,-73,-8,-85,-95,72,-83,52,-12,54,-61,-9,42,-36,3,-54,8,-5,73,-82,-98,37,-50,-66,97,-3,-60,-2,-59,-83,-47,-75,-85,16,55,-11,48,17,-61,-69,-42,-52,85,-78,23,-5,-9,-75,94,83,-78,-51,65,89,29,-25,44,-25,-40,18,79,59,16,63,-28,-54,-45,-54,97,17,7,-24,29,-20,93,-15,64,-37,-92,-80,3,25,51,-7,19,-2,-9,67,-16,72,15,85,-85,-2,3,-74,7,-43,-36,-41,-50,-25,40,-84,7,-80,85,84,-49,42,16,-68,-41,-92,86,-61,60,-58,67,73,-84,24,-8,65,-25,-100,-61,65,84,-46,90,-33,30,-62,79,-50,47,-97,-85,-22,-4,90,-68,0,-40,-12,17,98,45,-88,40,65,80,32,-19,-20,21,-17,-2,-56,-92,39,44,88,26,-92,-11,23,10,-39,72,51]
[-99,49,-40,-91,88,16,77,38,-10,-20,47,93,-3,-74,76,-58,-27,-91,76,-68,-34,85,76,74,17,-68,-88,-81,-94,93,-12,-88,36,41,-12,-85,-66,82,-38,89,-27,-30,48,-61,-70,-60,38,-80,77,-72,-9,5,18,29,-32,63,-21,74,-16,93,54,-3,-10,-7,65,-96,-73,-55,99,-63,-57,33,68,-14,82,67,55,-96,99,-23,-89,-65,13,-54,41,69,9,-52,17,46,-41,10,55,73,48,-50,-94,-40,-62,71,61,-35,93,-90,42,-53,-49,-90,93,-52,-69,-69,-21,10,64,12,-46,7,22,51,-71,-56,43,-91,-84,47,32,29,17,-88,-26,38,-49,-17,21,-47,-40,-72,-99,11,43,-98,38,-45,-89,-56,-82,3,21,9,1,84,-90,-56,30,-65,93,80,15,1,-27,-56,65,30,-34,5,37,18,44,-58,37,19,81,-8,27,83,5,51,-97,22,83,-27,-56,79,13,-26,-2,-25,50,68,-59,-72,-81,-8,3,6,-76,80,-43,-16,49,-42,47,-74,96,-55,12,-61,-20,-46,-27,-83,-37,-70,-83,-6,24,42,-52,-10,-100,3,89,26,22,72,30,-33,-16,-80,-33,-44,20,-40,75,59,55,-79,7,2,21,29,-9,73,-43,-24,22,80,86,4,63,-21,-70,78,45,40,-86,16,72,-48,50,6,-47,93,-65,12,17,59,-66,-57,29,-23,38,-36,-52,18,41,39,-69,-25,71,37,-15,-81,-92,-85,-9,2,-13,-96,-54,10,-29,80,-91,-52,-39,-37,-48,69,-74,69,-67,-40,74,-1,-51,-81,40,47,-10,-56,-84,91,-96,58,-53,-29,-80,-97,-38,-64,52,61,74,88,-39,96,66,75,-15,10,93,-46,-55,-98,94,-9,58,-47,17,-40,77,74,-52,8,-67,51,-66,-65,56,24,54,88,78,0,31,4,37,-30,75,62,4,42,86,54,55,-53,-4,-94,-77,-65,85,2,74,-59,-9,-94,-96,-37,-27,94,95,37,40,56,32,-68,59,6,43,-7,43,82,17,-4,-74,-78,64,-39]
