[-62,-59,-45,74,-5,64,6,85,85,21,-1,63,29,5,22,26,75,-23,3,1,-10,76,38,67,-56,85,-28,88,50,73,69,75,-5,-40,43,-23,13,-81,-19,1,41,-66,77,68,13,-69,-1,15,-69,47,-4,-9,-13,-89,6,76,-21,-50,-36,81,79,9,-56,-77,20,83,-41,63,-71,10,8,1,63,73,-95,-77,-32,-49,70,-13,-97,40,68,-64,-26,3,37,-42,-2,-52,-11,-33,-46,-93,-44,84,13,-28,-3,37,21,48,-33,-2,16,-28,-71,99,-98,97,-29,-3,-89,-12,-86,37,79,-10,77,-24,70,-65,14,67,85,71,51,-79,14,29,22,91,3,67,-39,7,-62,1,-58,93,88,-55,54,45,-13,19,72,-51,-76,26,52,66,-91,-41,-87,20,-97,-11,92,-32,80,12,-94,-24,10,42,47,53,-49,-74,64,24,-76,-73,-42,37,76,-35,76,-79,95,-18,11,-91,-94,4,60,91,41,-3,94,33,74,-45,-16,69,43,-100,33,-1,-81,-19,-10,69,37,51,12,50,97,-14,-65,-80,39,42,26,89,-2,86,0,-96,-47,79,-38,-99,-60,81,2,-31,93,-13,-17,54,48,-3,18,-5,16,45,-40,71,83,11,25,11,-3,-26,49,-3,-1,86,-83,-30,-39,-29,-16,60,-34,85,-98,-36,-48,62,-23,-6,-4,70,-54,-37,-57,-51,2,-6,-56,30,25,10,72,-6,24,34,-65,50,-6,-6,-87,-79,-64,-59,-79,-39,-99,-96,69,-3,-50,-94,58,95,79,52]
[97,-44,58,19,-62,4,-47,60,-40,-98,78,39,46,-77,-47,-97,16,-70,81,49,-20,-68,15,91,-46,16,24,-49,-53,-62,89,71,-50,-96,31,-77,97,22,-73,-6,21,-22,60,93,10,18,-16,82,6,76,-99,95,-32,22,99,21,50,-41,-59,64,-18,-10,-49,-52,39,50,83,-14,-69,74,4,3,-56,54,-30,20,-75,45,-16,74,51,24,98,32,84,87,11,47,-78,-85,94,54,-37,-21,-53,-94,-77,-69,-76,31,66,50,-24,0,-24,74,96,-21,95,46,81,-56,8,87,-7,-12,40,47,45,-87,68,18,-70,-64,34,-71,-77,-78,-6,33,-13,-77,70,68,-93,-8,94,-65,14,74,-98,-5,42,84,-100,23,-38,-6,28,-10,-70,82,-89,-11,-13,-1,20,32,0,-69,37,-74,88,-35,21,18,92,-60,-32,11,-53,-85,-92,-66,-59,-27,-25,-22,-67,26,17,36,-30,-85,3,-3,47,74,-48,-55,98,94,67,-39,66,-98,-23,51,37,-37,0,63,80,19,-79,-98,80,-85,-54,79,-15,-35,-82,-30,-3,59,25,56,-81,98,-57,-78,9,26,-44,-63,-22,85,41,-18,44,6,-50,-100,77,45,-77,-30,-28,8,-84,29,87,35,92,-26,-45,19,-48,-64,-69,-81,15,84,-4,-32,-23,72,-63,-93,-74,-35,-78,69,40,-56,58,-9,12,76,97,1,21,-42,95,-37,-95,65,83,26,88,-85,-5,-48,-94,-80,-12,-80,25,-3,5,-64,-9,47,-17,-57,56,69,31,-39]
[27,-77,-65,41,21,33,-87,54,-25,28,30,33,-70,27,-57,-42,96,-20,-78,1,28,24,-2,11,-60,44,-62,45,-90,98,-13,-28,89,79,-59,94,-91,46,69,52,-74,5,12,16,-27,-49,62,-96,71,18,99,-76,-94,17,22,-19,54,68,77,78,72,-34,40,-24,-75,-88,37,16,-100,-67,10,-93,28,-18,45,78,1,46,25,31,73,48,-38,-40,-60,88,99,-67,59,-1,14,43,48,27,-12,-68,79,22,-19,24,75,14,-30,-18,-69,-35,89,75,-34,26,56,-46,46,56,22,70,9,-3,7,-4,93,-51,78,-76,-35,-48,-16,-56,71,42,-98,-42,9,89,67,-29,-5,36,31,-7,45,50,3,-6,-84,-79,22,69,18,-80,40,41,-60,63,93,32,-16,21,-100,22,-2,66,32,-55,70,-90,-58,19,58,-30,-64,69,-90,94,-70,15,21,90,83,-98,-35,49,15,45,-73,-53,-78,-97,56,-62,-41,-21,3,95,-62,73,-46,78,19,69,-30,-25,-100,-30,-41,14,20,-16,8,45,-11,64,-51,-7,99,-9,-10,-22,-33,-70,61,-17,42,42,-26,89,94,88,-10,39,-55,-22,58,-5,27,-18,90,-14,-85,-18,6,-71,-36,-84,87,-26,86,-96,49,-3,-38,97,-25,-12,14,73,-24,-23,-94,-76,97,58,-14,73,-69,-66,21,81,-74,-70,37,-8,-82,54,-32,2,-67,-71,46,-48,65,10,-52,75,-97,33,57,-56,-80,-83,-49,5,-45,-16,60,91,36,0,-47,-60]
[-85,-82,-37,39,-40,-4,-72,-7,-66,83,44,70,45,-77,-67,65,44,46,43,0,62,39,77,-52,-91,-25,72,-25,5,-71,-63,-17,-94,71,92,-46,60,-37,78,50,-6,2,-72,43,5,38,29,18,23,-92,-2,-71,67,-2,35,-40,30,-87,46,-58,-58,-7,19,-71,-94,91,42,-54,59,-37,-48,60,18,8,98,22,-22,61,19,-17,62,9,97,90,14,-15,-21,-94,-18,-44,61,-16,-64,-40,48,82,84,-5,-85,94,4,4,22,32,-99,67,-23,-32,35,-73,-79,96,11,63,3,-84,-41,90,-69,-94,62,-54,15,-36,-86,-66,79,44,-98,-80,-64,-81,-40,23,98,-67,35,-3,71,-47,96,35,-43,-52,-50,-44,-99,-50,71,-32,52,39,-75,42,58,-77,85,-21,2,69,-14,-88,81,-83,-35,58,91,52,-60,-3,42,16,25,-13,-16,91,13,66,-73,-95,61,-61,6,42,-13,52,95,-28,-65,32,-57,-99,-8,5,14,55,-27,14,48,5,97,-85,3,-59,-1,-18,-70,-33,-94,47,-96,-28,-79,91,57,74,-40,95,-50,32,-70,-13,63,-19,-2,45,-17,78,80,92,-14,31,49,47,-78,-47,-31,84,-6,-59,-12,-27,10,48,51,40,-59,-48,85,13,-1,30,78,46,98,-68,14,-70,91,1,-76,26,-71,91,-99,41,-82,-84,-32,-43,10,-96,84,-37,-29,69,68,-62,65,52,98,-75,-95,-65,65,-33,80,44,79,-29,-5,49,27,-14,-3,72,-84,57,33,-99]
[-29,97,80,-35,-87,-80,-28,-54,27,1,70,37,-75,-33,54,-77,-75,-16,17,-14,26,-72,-97,53,21,3,53,-81,22,7,25,-11,34,32,13,-33,19,-2,-19,64,33,13,36,-37,-40,92,44,9,1,88,84,-72,14,-55,79,86,-88,-60,27,31,75,83,7,-37,-11,-77,17,-100,-21,-4,86,-50,-100,54,11,-89,-46,66,36,49,-18,6,91,-74,-69,14,35,60,-10,63,-83,1,92,93,-21,88,13,-72,-93,84,96,98,31,69,22,36,-22,17,-45,-62,69,-91,99,-68,-12,60,-71,-57,42,94,-50,3,28,44,16,-3,92,28,-71,40,-99,-71,98,-96,7,60,-65,40,-5,-24,-60,-92,9,58,32,89,-9,0,-47,-12,54,-83,-95,-48,0,34,88,-68,20,-42,-63,84,-19,0,-87,-74,-1,-92,22,-24,84,-27,76,25,-66,43,70,-99,-10,77,42,-11,45,-72,-58,38,40,0,-94,88,89,94,14,-54,-60,-13,62,-4,7,-3,11,-10,-26,-16,-37,-17,-50,-18,-21,24,-24,41,-35,34,-56,72,93,-11,30,64,-96,-29,-92,61,-81,20,2,74,-8,27,-49,-42,38,-80,-39,39,-6,-72,-57,67,74,-22,-60,36,17,59,30,28,70,-3,-16,-30,2,-37,77,19,52,88,63,-3,47,-55,7,-73,56,-88,-19,-35,-8,-78,-47,35,-24,19,-85,96,22,17,-95,-11,-38,-50,55,21,54,-62,-84,-24,94,8,-14,19,-100,95,-66,-86,-9,37,1,40]
[69,-57,46,-74,55,99,-99,10,-68,10,23,82,-64,8,-37,42,6,78,-7,-62,-100,-37,45,-76,-18,38,13,-100,-82,-66,30,-95,74,13,-67,19,-42,35,34,-3,28,87,89,-20,-95,60,68,17,66,17,99,-4,-26,-64,6,25,22,12,76,16,-14,45,44,-81,-90,-90,-19,-94,-59,-87,-47,-10,85,17,-1,-5,91,24,97,-47,-96,-62,-53,-28,29,81,14,90,74,43,-21,-13,-75,-63,91,3,-23,89,79,-51,77,46,4,24,7,78,65,78,96,21,84,-86,18,-95,33,34,-8,45,44,-26,-76,-63,26,24,-90,82,19,-100,-28,-42,35,18,77,-13,97,49,91,-96,-81,-10,-32,-60,59,-43,-33,-34,-91,55,31,-92,-86,94,51,16,-56,37,-74,80,-20,43,-50,37,40,57,69,46,81,9,64,-26,48,-70,-71,-5,63,26,40,17,-58,19,-38,86,38,57,-72,-49,47,-86,36,67,-3,-9,63,30,-56,51,-42,73,44,41,46,48,-75,-29,-83,-60,-33,-8,-84,2,-42,77,-54,91,-94,24,90,61,-35,-15,16,-93,95,25,-9,57,-23,-9,23,11,73,-31,21,37,-26,64,12,21,85,48,75,81,99,94,-82,67,-28,18,33,-52,51,15,50,-32,-30,-47,-25,54,60,78,-8,-29,-6,8,-34,-97,43,-38,-28,88,95,-87,53,-34,62,-27,63,-41,-36,48,-18,-69,-55,-17,-93,-54,54,-66,-82,69,33,-80,-30,-69,69,-1,-48,21,28,-71]
[-97,-12,15,60,19,81,95,-77,-61,-59,-52,18,24,42,70,-98,26,74,-85,25,-84,70,88,60,-92,66,-5,-27,-20,15,48,-100,84,1,-5,57,-100,66,-98,96,-12,-10,-13,-81,39,-71,-29,31,95,-90,24,1,-38,74,-95,-77,-34,-16,-92,83,-55,-43,9,-12,44,71,27,-41,-48,-86,-62,83,26,-53,-16,-64,3,-40,49,0,-85,-49,54,-33,-57,-25,-53,36,-16,-75,-56,9,-97,71,-99,8,54,-58,-63,78,-40,-41,45,-83,-53,50,-20,-60,53,-88,86,-87,29,-42,53,-22,-92,23,-65,-32,-21,-39,78,-82,38,62,69,-79,-38,-74,-12,55,35,59,-83,69,25,-27,-17,-4,-12,15,-14,51,-43,-78,-67,19,31,-56,-27,63,14,-36,55,-30,31,16,-24,-42,96,95,11,82,-15,-84,-29,-13,-20,18,73,-73,0,14,-25,-34,36,2,-90,98,-14,52,53,-96,-38,38,-13,-50,89,-98,8,-8,65,-7,-25,46,-53,-84,6,25,-30,-77,97,78,-86,-99,28,-15,41,88,39,-90,5,-63,-81,-85,-58,-81,-6,66,-20,73,35,38,-52,-76,-48,-12,48,-7,-88,45,-27,-9,8,-16,9,-11,-56,-59,-4,3,10,-57,14,-55,2,-70,50,7,60,-19,1,-73,-54,49,-22,96,-83,44,48,-3,63,15,-60,53,95,-26,-35,-100,-28,41,70,34,-83,78,71,99,88,18,94,39,41,-48,79,82,85,-79,25,46,16,37,68,63,52,-56,-96,79,-20,64]
[55,76,48,70,-26,71,-79,83,-9,6,79,61,-37,45,32,59,-2,-64,-52,-11,44,76,-73,79,-13,-97,95,16,-64,68,-73,29,78,-61,-5,-53,-68,65,-11,-82,87,-12,0,11,-16,26,-6,69,-57,3,-81,62,-72,91,-29,11,-19,-19,24,54,60,84,66,-98,-70,-5,-41,-95,-88,-64,91,-67,-34,52,-6,-36,69,-89,95,78,-47,-55,-67,91,87,-76,68,97,-46,-56,-73,-78,4,23,-37,-62,68,-37,66,80,-69,-100,65,3,-4,-18,-41,-81,-29,-70,-97,71,68,76,47,-67,40,-58,42,-80,-93,-13,75,94,49,-19,92,50,11,-85,-35,-17,12,-27,88,94,-95,50,-91,20,89,45,-78,56,-47,-77,69,19,51,-56,85,-7,-1,-13,-3,47,-22,55,91,-90,39,3,-40,-1,-76,-93,-96,-74,54,8,-51,-52,-33,-81,95,32,-97,94,95,22,-72,-36,-4,-85,-81,-63,5,-32,-72,3,-32,45,-7,58,-93,87,50,47,-39,-19,26,89,-65,63,-42,-25,-65,56,38,-83,-27,22,-40,97,40,47,50,45,-69,-49,-94,-14,-59,39,-25,34,78,-88,14,7,-21,-72,70,75,75,92,-35,-57,-78,-57,-90,64,38,-30,11,39,89,37,-32,-97,95,-4,-64,28,24,37,84,-6,-64,17,88,-68,45,-70,-8,-1,33,-92,-4,78,40,62,64,-73,-20,-5,23,53,47,-44,49,-16,-64,-88,18,-78,3,-97,77,-45,-70,-53,89,-65,16,-32,66,78,24,22]
[75,4,-87,-91,-29,-22,37,64,86,-35,58,36,-74,-58,-88,-85,97,-46,68,-4,44,-21,60,-74,-24,-42,-12,-11,-44,70,49,-13,3,9,28,3,-64,-63,-94,-14,-33,70,33,30,94,50,69,60,-36,-50,44,29,32,43,-18,81,53,-21,57,55,52,24,-4,-38,59,-83,-85,-80,-83,-91,66,-24,75,-8,-11,18,-23,93,-96,12,51,60,26,41,49,-21,-32,-52,73,36,-9,-42,12,-99,9,-83,68,80,4,61,77,-20,-81,91,32,-76,47,-65,96,-58,-63,-94,7,-58,48,-39,-96,-4,-55,-95,-37,-61,93,-53,20,76,48,57,-4,19,-72,50,29,-17,-81,-38,40,-48,-44,6,-38,44,-97,55,54,11,44,-91,28,84,-38,-67,-5,-73,37,-10,82,76,-40,96,-42,84,-9,-98,-9,71,-29,-74,11,-99,47,15,-49,-95,-37,10,-69,19,-81,60,-51,-12,51,-5,-79,-96,-67,-82,8,-57,-54,26,-89,92,32,-78,-30,74,-29,-73,-32,59,-89,-63,31,4,-74,-36,-85,-51,81,-18,-12,-35,-100,-48,70,-26,-74,84,30,-100,62,-58,-7,59,28,6,-98,10,31,52,47,-21,-85,-100,35,5,-10,53,0,19,42,69,32,86,13,79,49,40,-33,63,42,-13,12,13,51,-30,60,9,20,-59,-17,94,-8,-21,92,-71,91,91,3,12,-79,76,82,-34,57,-26,85,54,11,72,42,56,70,-76,60,-82,-91,-97,6,-61,82,-19,-54,52,-36,45,-54,-64]
[-19,56,39,-6,95,32,-48,-84,40,-33,62,-3,-13,37,5,86,97,15,-51,74,8,-28,-78,-35,11,25,-71,-33,-70,-41,85,56,91,-53,-16,-82,81,-65,5,12,12,-16,-58,-26,49,-32,49,-94,4,-20,49,9,59,56,-70,47,20,17,20,54,-62,-93,52,-14,-36,-43,-48,-87,-17,-38,33,-23,-27,-7,-90,46,85,63,70,84,29,-45,-90,18,-74,-70,20,0,23,-83,35,2,-20,-32,-71,-27,73,-4,37,50,17,-9,-4,89,12,-54,6,-72,-72,-13,-100,51,46,-44,-27,78,-23,-92,90,65,-45,-99,38,-93,-39,-10,98,-6,48,-79,-80,-62,-56,63,-10,-20,15,43,21,33,-47,36,-61,96,15,-49,-2,68,-67,-3,2,-31,-47,25,12,-96,-71,84,-56,49,19,-60,72,-72,3,-78,14,-52,33,-68,-99,-12,81,-93,26,26,31,21,-72,77,-14,5,-75,-63,-56,97,-1,-94,42,-68,59,-7,10,77,-17,13,-22,41,6,38,71,13,76,-81,-58,94,2,-54,78,-4,-3,32,-26,-28,-70,-88,16,-59,53,96,-26,-91,2,-62,3,5,27,25,62,26,4,93,35,30,-69,34,50,-9,-21,47,-28,-43,91,70,51,-62,59,63,89,-75,87,67,-60,-41,-65,-74,-88,42,-35,35,-2,-49,17,-58,-44,47,-30,78,93,-44,69,-22,58,33,-53,-34,-24,39,54,-82,76,-63,-36,50,69,-78,56,-86,-55,62,-19,92,2,-50,-76,-92,-6,8,-16,-29]
